"","simulation","w/o variance","EB","IE"
"78",6.105,-2.5676705181431,10.029773700722,7.39758101888598
"79",1.957,0.253539756944348,1.61442766335737,1.41286965640775
"80",3,0.445966473279741,2.27436872498763,2.34477348397903
"81",1.802,0.766431307157364,0.965542378024063,1.67406888865994
"82",3.771,0.43800763982473,3.26524442990197,3.33818127261833
"83",5.255,1.55889937902024,3.29099502205343,4.86031965277819
"84",4.568,0.790638492851425,3.50616571850956,4.0159249538475
"85",2.033,0.700308105759321,1.15158801485045,1.67562718112993
"86",1.557,0.628915590510116,0.850287646493554,1.3304361620703
"87",1.502,0.118453013248552,1.20900889077026,0.778502949484243
"88",5.357,1.51110269446634,3.75247112169609,5.20865606745242
"89",2.224,-0.623241619623151,2.45613641741717,1.36200382999419
"90",1.748,0.334088912955023,1.34854241551452,1.27049828916133
"91",1.892,0.903964872434185,0.785777272947634,1.83705103633566
"92",3.252,-1.87146565587601,4.37540137668813,2.48819797339077
"93",3.171,0.0514900675804928,2.9180217554024,2.54385378215689
"94",5.317,1.83491658447554,2.92417995626622,4.96666755445643
"95",1.673,0.736399827679632,0.797163964437354,1.51136563830672
"96",1.056,0.167517707543336,0.731515625124702,0.363765005046984
"97",7.072,0.461667726981667,6.35792904123795,6.4678556566817
"98",1.818,-0.263170395905483,1.82852649449155,1.01897143453835
"99",10.86,10.0198991972747,13.4244168713028,26.4813910554096
"100",1.378,0.482041668829661,0.869524141397787,1.07202938308265
